7500000	7500000	28624.719
7500000	7550000	12310.194
7550000	7550000	28938.71
7500000	7600000	4823.864
7550000	7600000	8305.652
7600000	7600000	26563.672
7500000	7650000	2812.244
7550000	7650000	3904.4106
7600000	7650000	10085.661
7650000	7650000	27459.875
7500000	7700000	2468.439
7550000	7700000	3206.1401
7600000	7700000	6286.992
7650000	7700000	10850.023
7700000	7700000	26043.127
7500000	7750000	2008.8027
7550000	7750000	2453.0627
7600000	7750000	3845.2822
7650000	7750000	4590.5747
7700000	7750000	10595.315
7750000	7750000	28805.504
7500000	7800000	1649.8663
7550000	7800000	2217.672
7600000	7800000	3452.9207
7650000	7800000	3782.1362
7700000	7800000	5880.9976
7750000	7800000	12146.845
7800000	7800000	27525.518
7500000	7850000	1721.7284
7550000	7850000	2153.4297
7600000	7850000	4051.0178
7650000	7850000	4737.042
7700000	7850000	5955.8257
7750000	7850000	7977.495
7800000	7850000	14153.156
7850000	7850000	27027.889
7500000	7900000	1676.3173
7550000	7900000	2244.6575
7600000	7900000	4357.465
7650000	7900000	5259.304
7700000	7900000	5588.889
7750000	7900000	5756.606
7800000	7900000	7180.537
7850000	7900000	9853.358
7900000	7900000	26334.832
7500000	7950000	1382.2858
7550000	7950000	1744.5042
7600000	7950000	3049.5647
7650000	7950000	3535.2659
7700000	7950000	3745.4338
7750000	7950000	4060.7795
7800000	7950000	4751.3184
7850000	7950000	5215.278
7900000	7950000	9489.419
7950000	7950000	24804.75
7500000	8000000	1184.7584
7550000	8000000	1375.1945
7600000	8000000	1660.9799
7650000	8000000	1671.6206
7700000	8000000	2146.288
7750000	8000000	2730.7637
7800000	8000000	2729.7852
7850000	8000000	2636.6125
7900000	8000000	3730.8738
7950000	8000000	11998.947
8000000	8000000	27132.613
7500000	8050000	904.95087
7550000	8050000	900.01843
7600000	8050000	812.8463
7650000	8050000	780.12695
7700000	8050000	1377.7233
7750000	8050000	1976.926
7800000	8050000	1754.199
7850000	8050000	1368.0276
7900000	8050000	1688.737
7950000	8050000	4393.6963
8000000	8050000	14513.564
8050000	8050000	32711.63
7500000	8100000	692.69574
7550000	8100000	745.7745
7600000	8100000	711.1468
7650000	8100000	705.4392
7700000	8100000	1016.26416
7750000	8100000	1444.8433
7800000	8100000	1330.8507
7850000	8100000	1074.9122
7900000	8100000	1253.2812
7950000	8100000	2823.1367
8000000	8100000	6616.1865
8050000	8100000	13848.203
8100000	8100000	33631.367
7500000	8150000	663.5829
7550000	8150000	818.42725
7600000	8150000	884.4972
7650000	8150000	932.9831
7700000	8150000	1036.2084
7750000	8150000	1221.4766
7800000	8150000	1269.5808
7850000	8150000	1187.8909
7900000	8150000	1518.5219
7950000	8150000	2876.759
8000000	8150000	4387.0293
8050000	8150000	5502.361
8100000	8150000	11481.396
8150000	8150000	31042.03
7500000	8200000	561.19244
7550000	8200000	637.4687
7600000	8200000	1008.1394
7650000	8200000	1148.8915
7700000	8200000	1042.0198
7750000	8200000	974.77606
7800000	8200000	1090.8273
7850000	8200000	1244.6167
7900000	8200000	1770.5006
7950000	8200000	3017.5708
8000000	8200000	3254.8086
8050000	8200000	3246.1833
8100000	8200000	5376.4014
8150000	8200000	10024.02
8200000	8200000	25831.072
7500000	8250000	455.9805
7550000	8250000	572.6761
7600000	8250000	735.67377
7650000	8250000	858.38495
7700000	8250000	791.2184
7750000	8250000	762.57135
7800000	8250000	855.06885
7850000	8250000	944.25256
7900000	8250000	1241.4355
7950000	8250000	1866.9607
8000000	8250000	1948.6412
8050000	8250000	1846.0448
8100000	8250000	2722.0183
8150000	8250000	4316.1074
8200000	8250000	9618.5205
8250000	8250000	24928.848
7500000	8300000	304.33917
7550000	8300000	381.16003
7600000	8300000	519.61865
7650000	8300000	572.97644
7700000	8300000	534.3532
7750000	8300000	473.14703
7800000	8300000	540.7193
7850000	8300000	585.7562
7900000	8300000	788.7618
7950000	8300000	1091.0046
8000000	8300000	1036.4585
8050000	8300000	941.55597
8100000	8300000	1300.9706
8150000	8300000	2149.785
8200000	8300000	3343.097
8250000	8300000	7751.881
8300000	8300000	25052.215
7500000	8350000	229.85503
7550000	8350000	316.59436
7600000	8350000	389.56384
7650000	8350000	503.08334
7700000	8350000	386.84384
7750000	8350000	349.36868
7800000	8350000	419.40942
7850000	8350000	495.47702
7900000	8350000	609.72375
7950000	8350000	735.33356
8000000	8350000	651.159
8050000	8350000	638.7465
8100000	8350000	863.6905
8150000	8350000	1504.2234
8200000	8350000	2349.2656
8250000	8350000	3473.1797
8300000	8350000	8438.756
8350000	8350000	28628.896
7500000	8400000	217.73798
7550000	8400000	265.08893
7600000	8400000	416.78375
7650000	8400000	483.9705
7700000	8400000	346.06442
7750000	8400000	276.5454
7800000	8400000	351.97885
7850000	8400000	418.68866
7900000	8400000	576.5974
7950000	8400000	608.7423
8000000	8400000	489.62427
8050000	8400000	367.1309
8100000	8400000	561.7383
8150000	8400000	1004.13074
8200000	8400000	1887.7197
8250000	8400000	2498.7466
8300000	8400000	4275.8594
8350000	8400000	8495.155
8400000	8400000	26951.807
7500000	8450000	189.70114
7550000	8450000	216.92029
7600000	8450000	362.09894
7650000	8450000	444.44156
7700000	8450000	307.7703
7750000	8450000	244.29501
7800000	8450000	302.83206
7850000	8450000	369.65665
7900000	8450000	492.65894
7950000	8450000	574.14044
8000000	8450000	480.19308
8050000	8450000	378.66348
8100000	8450000	545.63214
8150000	8450000	949.67163
8200000	8450000	1632.9702
8250000	8450000	2242.9219
8300000	8450000	3313.373
8350000	8450000	4377.0483
8400000	8450000	8839.721
8450000	8450000	27048.523
7500000	8500000	188.92812
7550000	8500000	249.69781
7600000	8500000	347.01263
7650000	8500000	430.13687
7700000	8500000	328.6298
7750000	8500000	277.37155
7800000	8500000	315.08926
7850000	8500000	392.0023
7900000	8500000	525.41003
7950000	8500000	633.4894
8000000	8500000	484.4885
8050000	8500000	408.35074
8100000	8500000	584.72577
8150000	8500000	988.07623
8200000	8500000	1582.4388
8250000	8500000	2231.8894
8300000	8500000	3428.1096
8350000	8500000	3827.3696
8400000	8500000	5214.832
8450000	8500000	9653.605
8500000	8500000	25528.455
7500000	8550000	167.99988
7550000	8550000	226.58377
7600000	8550000	355.3928
7650000	8550000	466.3759
7700000	8550000	336.566
7750000	8550000	240.34595
7800000	8550000	318.0762
7850000	8550000	396.8927
7900000	8550000	564.8009
7950000	8550000	573.7659
8000000	8550000	458.81305
8050000	8550000	350.66074
8100000	8550000	490.6158
8150000	8550000	918.36523
8200000	8550000	1678.7333
8250000	8550000	2271.6104
8300000	8550000	3409.0896
8350000	8550000	3541.8845
8400000	8550000	4579.695
8450000	8550000	5313.75
8500000	8550000	9065.127
8550000	8550000	26890.217
7500000	8600000	200.13556
7550000	8600000	220.85204
7600000	8600000	391.325
7650000	8600000	469.006
7700000	8600000	332.99817
7750000	8600000	274.29178
7800000	8600000	293.69434
7850000	8600000	394.46948
7900000	8600000	616.9284
7950000	8600000	832.6185
8000000	8600000	682.5091
8050000	8600000	501.61172
8100000	8600000	691.3233
8150000	8600000	1111.112
8200000	8600000	2022.2269
8250000	8600000	3133.8274
8300000	8600000	4690.9595
8350000	8600000	3866.059
8400000	8600000	4313.097
8450000	8600000	4661.337
8500000	8600000	5071.8833
8550000	8600000	8686.266
8600000	8600000	24776.047
7500000	8650000	213.25116
7550000	8650000	225.95613
7600000	8650000	340.22784
7650000	8650000	391.14655
7700000	8650000	331.15454
7750000	8650000	335.01663
7800000	8650000	356.0216
7850000	8650000	432.44284
7900000	8650000	608.55444
7950000	8650000	922.5135
8000000	8650000	754.81555
8050000	8650000	636.0293
8100000	8650000	911.8486
8150000	8650000	1292.4734
8200000	8650000	1943.6401
8250000	8650000	3373.1726
8300000	8650000	4673.576
8350000	8650000	3088.8308
8400000	8650000	3060.2544
8450000	8650000	3463.3926
8500000	8650000	3317.8933
8550000	8650000	3662.9446
8600000	8650000	6779.6797
8650000	8650000	24430.863
7500000	8700000	202.73088
7550000	8700000	247.6309
7600000	8700000	241.37447
7650000	8700000	264.44308
7700000	8700000	290.86084
7750000	8700000	303.0916
7800000	8700000	339.27313
7850000	8700000	342.15015
7900000	8700000	353.43015
7950000	8700000	538.10187
8000000	8700000	574.0924
8050000	8700000	642.54846
8100000	8700000	806.1041
8150000	8700000	983.17554
8200000	8700000	1169.9896
8250000	8700000	1845.828
8300000	8700000	2177.2036
8350000	8700000	1636.773
8400000	8700000	1444.6478
8450000	8700000	1615.6382
8500000	8700000	1665.5266
8550000	8700000	1702.3613
8600000	8700000	2405.112
8650000	8700000	9169.92
8700000	8700000	33016.87
7500000	8750000	166.13716
7550000	8750000	200.14186
7600000	8750000	184.9051
7650000	8750000	188.09508
7700000	8750000	251.24455
7750000	8750000	314.8258
7800000	8750000	316.58936
7850000	8750000	260.1127
7900000	8750000	274.32364
7950000	8750000	428.9029
8000000	8750000	592.02106
8050000	8750000	761.904
8100000	8750000	868.6196
8150000	8750000	814.33594
8200000	8750000	807.9361
8250000	8750000	1433.0897
8300000	8750000	1790.4801
8350000	8750000	1290.4302
8400000	8750000	1015.4377
8450000	8750000	1296.7831
8500000	8750000	1333.535
8550000	8750000	1181.1658
8600000	8750000	1809.1184
8650000	8750000	4800.275
8700000	8750000	12282.991
8750000	8750000	30982.43
7500000	8800000	150.47266
7550000	8800000	177.41655
7600000	8800000	133.98921
7650000	8800000	159.2094
7700000	8800000	231.5585
7750000	8800000	246.33717
7800000	8800000	249.18666
7850000	8800000	222.39914
7900000	8800000	258.81747
7950000	8800000	373.97638
8000000	8800000	445.52362
8050000	8800000	652.29
8100000	8800000	696.9812
8150000	8800000	605.2309
8200000	8800000	624.51685
8250000	8800000	1159.6007
8300000	8800000	1411.761
8350000	8800000	1049.2151
8400000	8800000	876.51184
8450000	8800000	1147.6765
8500000	8800000	1171.6758
8550000	8800000	1074.0759
8600000	8800000	1554.872
8650000	8800000	3226.476
8700000	8800000	5645.5786
8750000	8800000	11416.886
8800000	8800000	31816.482
7500000	8850000	124.504654
7550000	8850000	134.97917
7600000	8850000	140.09006
7650000	8850000	169.37181
7700000	8850000	205.2876
7750000	8850000	234.71552
7800000	8850000	243.45131
7850000	8850000	205.13446
